city,lat,lng,country,admin_name,population,greenSpaceArea_m2,greenSpaceArea_km2
Bellevue,41.1485,-95.939,United States,Nebraska,63336.0,3301307.7825223133,3.3
Bossier City,32.5224,-93.6668,United States,Louisiana,62971.0,224218843.24100995,224.22
Taylor,42.226,-83.2688,United States,Michigan,62937.0,4098478.069711992,4.1
Moore,35.3293,-97.4757,United States,Oklahoma,62685.0,83399421.97923402,83.4
Council Bluffs,41.2369,-95.8516,United States,Iowa,62670.0,67987078.53282651,67.99
Pontiac,42.6493,-83.2878,United States,Michigan,61965.0,0.0,0.0
Springfield,44.0538,-122.9811,United States,Oregon,61740.0,85698986.7704538,85.7
Plymouth,41.8783,-70.6309,United States,Massachusetts,61628.0,70.7134017944336,0.0
Hendersonville,36.3063,-86.5997,United States,Tennessee,61589.0,213446671.2558338,213.45
Marietta,33.9533,-84.5422,United States,Georgia,61387.0,183704542.759587,183.7
Sanford,28.7891,-81.2757,United States,Florida,61272.0,180203113.81081703,180.2
Bristol,41.6812,-72.9407,United States,Connecticut,61052.0,201315807.22595116,201.32
Richland,46.2824,-119.2939,United States,Washington,60867.0,47460729.49404638,47.46
Union,40.6953,-74.2697,United States,New Jersey,59956.0,48469478.89574065,48.47
St. Cloud,28.2363,-81.2779,United States,Florida,59851.0,10299.172416687012,0.01
Petaluma,38.2423,-122.6266,United States,California,59682.0,72139077.41403979,72.14
Kokomo,40.464,-86.1277,United States,Indiana,59534.0,8456956.70602375,8.46
Jackson,40.098,-74.3578,United States,New Jersey,58793.0,189221448.9944175,189.22
Carson City,39.1511,-119.7476,United States,Nevada,58249.0,9335678.311124615,9.34
Decatur,34.5731,-86.9905,United States,Alabama,57525.0,99998854.4412384,100.0
Lake Havasu City,34.5006,-114.3113,United States,Arizona,57294.0,1122019.586303711,1.12
Madison,34.7114,-86.7626,United States,Alabama,56967.0,60773114.540871665,60.77
Brookhaven,33.8743,-84.3314,United States,Georgia,56848.0,105389128.46825305,105.39
Highland,34.1113,-117.165,United States,California,56789.0,50487934.659931846,50.49
Albany,44.6272,-123.0965,United States,Oregon,56348.0,402667.6730500464,0.4
Smyrna,33.8633,-84.5168,United States,Georgia,55863.0,180827756.33596665,180.83
Union,42.1258,-76.0329,United States,New York,55775.0,48469478.89574065,48.47
Casa Grande,32.9069,-111.7624,United States,Arizona,55186.0,8671449.806471132,8.67
Plainfield,40.6154,-74.4157,United States,New Jersey,54358.0,76521576.41180454,76.52
Manhattan,39.1886,-96.6048,United States,Kansas,54287.0,12224149.7713058,12.22
Rocky Mount,35.9685,-77.804,United States,North Carolina,54260.0,226669663.79679385,226.67
Bristol,40.1216,-74.8667,United States,Pennsylvania,54233.0,201315807.22595116,201.32
Smyrna,35.9687,-86.5264,United States,Tennessee,53760.0,180827756.33596665,180.83
Beaumont,33.9076,-116.9766,United States,California,53544.0,151753409.8225003,151.75
Howell,40.1819,-74.1976,United States,New Jersey,53479.0,116210241.85729018,116.21
Novato,38.092,-122.5575,United States,California,53055.0,111125576.892857,111.13
Grand Island,40.9218,-98.3586,United States,Nebraska,52822.0,9938564.592081018,9.94
Marana,32.4355,-111.1558,United States,Arizona,52542.0,7844925.865517501,7.84
Twin Falls,42.5645,-114.4613,United States,Idaho,52315.0,56246331.77081466,56.25
Troy,42.7354,-73.6751,United States,New York,51268.0,653954.7226604088,0.65
Enid,36.4063,-97.87,United States,Oklahoma,50961.0,44996478.58124894,45.0
Columbus,39.2093,-85.9183,United States,Indiana,50896.0,79085369.32404575,79.09
Milford city,41.2255,-73.0625,United States,Connecticut,50664.0,120157523.16053706,120.16
Catalina Foothills,32.3046,-110.8838,United States,Arizona,50573.0,5687676.650090022,5.69
Lincoln,38.8774,-121.2937,United States,California,50131.0,12018081.534510115,12.02
Murray,40.6498,-111.8874,United States,Utah,50041.0,13815801.74974189,13.82
Mooresville,35.5847,-80.8266,United States,North Carolina,50025.0,240400867.2762848,240.4
East Honolulu,21.2975,-157.7211,United States,Hawaii,49491.0,15204144.917054975,15.2
Bedford,32.8464,-97.135,United States,Texas,49455.0,66901999.10954224,66.9
Lawrence,39.8674,-85.9904,United States,Indiana,49218.0,105955986.45841,105.96
Portage,42.2,-85.5906,United States,Michigan,48936.0,518.1567077636719,0.0
Barnstable,41.6655,-70.3639,United States,Massachusetts,48922.0,70072893.71726868,70.07
Dublin,40.1112,-83.1454,United States,Ohio,48893.0,68588844.72837582,68.59
Washington,39.7469,-75.0724,United States,New Jersey,48830.0,73151161.01818375,73.15
Poway,32.9871,-117.0201,United States,California,48737.0,22457381.233807597,22.46
Stillwater,36.1317,-97.0742,United States,Oklahoma,48644.0,131393503.36851595,131.39
Titusville,28.5727,-80.8193,United States,Florida,48595.0,147576769.58868742,147.58
Leesburg,39.1057,-77.5544,United States,Virginia,48465.0,140540034.88877207,140.54
Middletown,41.5476,-72.6549,United States,Connecticut,48152.0,157889490.50140923,157.89
Minot,48.2375,-101.278,United States,North Dakota,48038.0,0.0,0.0
Roswell,33.373,-104.5294,United States,New Mexico,48035.0,205761073.4360234,205.76
Monroe,40.3191,-74.4286,United States,New Jersey,48012.0,225500619.6945381,225.5
Hilo,19.6883,-155.0863,United States,Hawaii,47627.0,56264175.624392584,56.26
San Luis Obispo,35.2669,-120.669,United States,California,47529.0,101843453.70829162,101.84
Fort Pierce,27.4255,-80.3431,United States,Florida,47153.0,147054460.16032678,147.05
Salina,38.8136,-97.6143,United States,Kansas,46734.0,18529280.801993813,18.53
Farmington,36.7555,-108.1823,United States,New Mexico,46457.0,4038387.5394781376,4.04
Huntsville,30.7009,-95.5567,United States,Texas,46202.0,207737230.97461855,207.74
Prescott,34.5849,-112.4473,United States,Arizona,46054.0,6585498.4210584145,6.59
Olive Branch,34.961,-89.8469,United States,Mississippi,45938.0,159716656.8219148,159.72
Middletown,40.179,-74.9059,United States,Pennsylvania,45886.0,157889490.50140923,157.89
Los Banos,37.063,-120.8406,United States,California,45560.0,59829688.24174282,59.83
Morgan Hill,37.1325,-121.6419,United States,California,45291.0,105703467.56389251,105.7
Sierra Vista,31.563,-110.3153,United States,Arizona,45212.0,6534245.585073849,6.53
Manchester,39.9652,-74.3738,United States,New Jersey,45206.0,4004424.790527758,4.0
Gallatin,36.3782,-86.4698,United States,Tennessee,44947.0,263041593.7039811,263.04
Plainfield,41.6207,-88.2253,United States,Illinois,44941.0,76521576.41180454,76.52
Lancaster,42.9099,-78.6378,United States,New York,44913.0,105602383.3159805,105.6
Riverton,40.5176,-111.9636,United States,Utah,44864.0,15808380.288197111,15.81
Brentwood,35.9918,-86.7758,United States,Tennessee,44830.0,27392512.46272892,27.39
Pahrump,36.2235,-115.9974,United States,Nevada,44711.0,1411647.754417749,1.41
Mount Pleasant,41.1119,-73.8121,United States,New York,44669.0,96375135.54408294,96.38
Fairfield,39.3301,-84.5409,United States,Ohio,44602.0,40633300.09099922,40.63
Salem,42.5129,-70.9021,United States,Massachusetts,44541.0,3389163.427281907,3.39
Fond du Lac,43.7718,-88.4397,United States,Wisconsin,44527.0,1793989.2915656297,1.79
Rohnert Park,38.3479,-122.6965,United States,California,44461.0,87111219.8836016,87.11
Freeport,40.6515,-73.585,United States,New York,44210.0,19207846.801533524,19.21
Lompoc,34.6618,-120.4714,United States,California,44086.0,98528781.34912191,98.53
Concord,43.2305,-71.5595,United States,New Hampshire,44049.0,36403786.10576316,36.4
Pittsfield,42.4517,-73.2605,United States,Massachusetts,43730.0,7223.753135681152,0.01
Danville,37.8121,-121.9698,United States,California,43449.0,101509098.3235138,101.51
Hillsborough,40.4985,-74.674,United States,New Jersey,43007.0,193387051.82140493,193.39
Newnan,33.3767,-84.7761,United States,Georgia,42689.0,278496184.8555029,278.5
Jefferson City,38.5676,-92.1759,United States,Missouri,42644.0,220872893.02440864,220.87
Danville,36.5831,-79.4088,United States,Virginia,42507.0,101509098.3235138,101.51
North Fort Myers,26.7244,-81.8485,United States,Florida,42492.0,142068179.44552878,142.07
Columbia,35.6238,-87.0484,United States,Tennessee,42474.0,206466135.0833289,206.47
Midland,43.6241,-84.2319,United States,Michigan,42404.0,1042473.4603849524,1.04
Hollister,36.8555,-121.3986,United States,California,42093.0,25914793.28578318,25.91
Delaware,40.2851,-83.0741,United States,Ohio,41926.0,131417658.2735063,131.42
Bullhead City,35.1205,-114.5461,United States,Arizona,41593.0,2269591.302718069,2.27
Grove City,39.8654,-83.069,United States,Ohio,41423.0,101671364.95081416,101.67
Marion,42.0451,-91.585,United States,Iowa,41401.0,27530837.811820235,27.53
Shelton,41.306,-73.1383,United States,Connecticut,41206.0,242724019.25874215,242.72
Pine Bluff,34.2116,-92.0173,United States,Arkansas,41172.0,220075166.0650102,220.08
Milton,34.1353,-84.3139,United States,Georgia,41029.0,247569990.16130885,247.57
Lancaster,32.5922,-96.7739,United States,Texas,40958.0,105602383.3159805,105.6
Covington,39.0334,-84.5166,United States,Kentucky,40923.0,223094743.9865287,223.09
Lancaster,39.7248,-82.6049,United States,Ohio,40616.0,105602383.3159805,105.6
Brighton,39.9716,-104.7963,United States,Colorado,40569.0,17019099.30826635,17.02
Findlay,41.0469,-83.6379,United States,Ohio,40408.0,30571779.51368881,30.57
Clinton,38.7499,-76.9063,United States,Maryland,40224.0,205216861.30016536,205.22
Hutchinson,38.0671,-97.9081,United States,Kansas,39995.0,17900663.92990363,17.9
Chelsea,42.3959,-71.0325,United States,Massachusetts,39890.0,7135825.125129549,7.14
Cape Girardeau,37.3109,-89.5597,United States,Missouri,39795.0,167598851.60806808,167.6
Hobbs,32.7281,-103.16,United States,New Mexico,39782.0,3621407.492017386,3.62
Plant City,28.014,-82.1201,United States,Florida,39655.0,221234307.86408395,221.23
Lebanon,36.204,-86.3481,United States,Tennessee,39562.0,85412906.55480789,85.41
Oviedo,28.658,-81.1872,United States,Florida,39552.0,224207973.022382,224.21
Mount Juliet,36.199,-86.5115,United States,Tennessee,39525.0,208600958.97137207,208.6
Quincy,39.9336,-91.3799,United States,Illinois,39441.0,69815251.03396288,69.82
Cottage Grove,44.8161,-92.9274,United States,Minnesota,39274.0,4507.255107685163,0.0
Warren,41.239,-80.8174,United States,Ohio,39204.0,1133934.611328125,1.13
Grants Pass,42.4333,-123.3317,United States,Oregon,39131.0,107813563.22202542,107.81
Apache Junction,33.3985,-111.535,United States,Arizona,38855.0,3544728.650604697,3.54
Navarre,30.4174,-86.8907,United States,Florida,38829.0,72004906.08363774,72.0
Rexburg,43.8226,-111.7919,United States,Idaho,38803.0,5906345.345090081,5.91
Urbana,40.1107,-88.1973,United States,Illinois,38741.0,37523737.097093835,37.52
Calexico,32.6849,-115.4944,United States,California,38599.0,72001284.06898905,72.0
Clovis,34.4376,-103.1923,United States,New Mexico,38453.0,30628934.19681881,30.63
Peachtree City,33.3942,-84.571,United States,Georgia,38414.0,262918321.4421733,262.92
Phenix City,32.4585,-85.0253,United States,Alabama,38413.0,218297278.636934,218.3
Owasso,36.2878,-95.8311,United States,Oklahoma,38134.0,163575391.4491295,163.58
Hot Springs,34.4892,-93.0501,United States,Arkansas,38025.0,291550576.3073385,291.55
Princeton,25.5396,-80.3971,United States,Florida,37954.0,127455439.62481517,127.46
Tupelo,34.2692,-88.7318,United States,Mississippi,37939.0,178403187.21918145,178.4
Portage,41.5856,-87.1797,United States,Indiana,37737.0,518.1567077636719,0.0
Hilton Head Island,32.1896,-80.7499,United States,South Carolina,37708.0,84941579.21260075,84.94
Rome,34.2662,-85.1863,United States,Georgia,37621.0,316078863.075867,316.08
South Valley,35.0093,-106.6819,United States,New Mexico,37601.0,8021019.576299952,8.02
Lewiston,44.0915,-70.1681,United States,Maine,37577.0,342158.70665734983,0.34
Greenfield,42.9619,-88.0052,United States,Wisconsin,37521.0,4761561.991320533,4.76
Georgetown,38.2247,-84.5487,United States,Kentucky,37510.0,22376937.199785184,22.38
Evans,33.5619,-82.1351,United States,Georgia,37456.0,7175437.568482164,7.18
Bartlesville,36.7365,-95.9456,United States,Oklahoma,37314.0,108113131.90148452,108.11
Muskogee,35.7432,-95.3567,United States,Oklahoma,36933.0,198807543.81247243,198.81
Guilderland,42.708,-73.9631,United States,New York,36932.0,18830.767223941577,0.02
Claremont,34.1259,-117.7153,United States,California,36891.0,89223929.73769629,89.22
Brighton,43.1175,-77.5835,United States,New York,36819.0,17019099.30826635,17.02
Beloit,42.523,-89.0184,United States,Wisconsin,36642.0,31310750.11534542,31.31
Franklin,42.8854,-88.0104,United States,Wisconsin,36513.0,185684066.3158684,185.68
Copperas Cove,31.1192,-97.914,United States,Texas,36436.0,4280773.872162762,4.28
Andover,42.6466,-71.1651,United States,Massachusetts,36389.0,2823699.8816574686,2.82
Tooele,40.5393,-112.3082,United States,Utah,36315.0,4918150.617867242,4.92
Cumberland,41.9703,-71.4198,United States,Rhode Island,36276.0,127081477.54889873,127.08
Moorpark,34.2861,-118.8768,United States,California,36073.0,57275774.07295254,57.28
Marion,40.5973,-83.1227,United States,Ohio,35927.0,27530837.811820235,27.53
Sun Prairie,43.1825,-89.2362,United States,Wisconsin,35847.0,93059387.55917265,93.06
Cedar City,37.6834,-113.0956,United States,Utah,35812.0,19801279.563288137,19.8
La Porte,29.6689,-95.0484,United States,Texas,35782.0,64352567.22432641,64.35
Riverhead,40.9408,-72.7095,United States,New York,35759.0,73710519.68064785,73.71
Coventry,41.6934,-71.6611,United States,Rhode Island,35656.0,142143540.45416492,142.14
Richmond,39.8318,-84.8905,United States,Indiana,35642.0,199403067.22995743,199.4
Lima,40.741,-84.112,United States,Ohio,35555.0,10817605.911363162,10.82
Olney,39.1465,-77.0715,United States,Maryland,35522.0,211906937.50037873,211.91
Torrington,41.8349,-73.1282,United States,Connecticut,35510.0,13869724.00377068,13.87
Midlothian,32.4669,-96.989,United States,Texas,35460.0,57892692.382357776,57.89
Salisbury,35.6658,-80.4905,United States,North Carolina,35437.0,213971382.710605,213.97
Socorro,31.6383,-106.2601,United States,Texas,35429.0,3875123.122862094,3.88
San Luis,32.4911,-114.7089,United States,Arizona,35189.0,12281842.986552458,12.28
Plainfield,39.6954,-86.3716,United States,Indiana,35078.0,76521576.41180454,76.52
Meridian,32.3846,-88.6896,United States,Mississippi,34990.0,46187046.99732597,46.19
Cookeville,36.1482,-85.5109,United States,Tennessee,34967.0,322533424.481483,322.53
Monroe,35.0063,-80.5596,United States,North Carolina,34897.0,225500619.6945381,225.5
Richmond,37.7307,-84.2925,United States,Kentucky,34883.0,199403067.22995743,199.4
Oswego,41.6834,-88.3372,United States,Illinois,34810.0,13357184.773141392,13.36
Graham,47.0322,-122.2827,United States,Washington,34778.0,13955145.966715476,13.96
Mason,39.3571,-84.3023,United States,Ohio,34768.0,178183552.0709767,178.18
Long Beach,40.5887,-73.666,United States,New York,34734.0,12380979.56481269,12.38
Del Rio,29.3708,-100.8801,United States,Texas,34722.0,8955914.077000875,8.96
Goshen,41.5743,-85.8309,United States,Indiana,34704.0,5385.665107727051,0.01
Butte,45.902,-112.6571,United States,Montana,34638.0,0.0,0.0
Pleasant Hill,37.9539,-122.0759,United States,California,34504.0,76249783.91765764,76.25
Manitowoc,44.0991,-87.6812,United States,Wisconsin,34500.0,2691297.0360283046,2.69
McMinnville,45.211,-123.1918,United States,Oregon,34432.0,28437242.4445272,28.44
Lakewood Ranch,27.4185,-82.3948,United States,Florida,34346.0,173042566.90373144,173.04
Pueblo West,38.3465,-104.7246,United States,Colorado,34337.0,1579749.4172639437,1.58
Lewiston,46.3934,-116.9933,United States,Idaho,34270.0,342158.70665734983,0.34
Timberwood Park,29.6995,-98.4838,United States,Texas,34253.0,25178932.802485563,25.18
Sahuarita,31.9323,-110.9654,United States,Arizona,34238.0,8225173.4581788,8.23
Lexington,42.4456,-71.2307,United States,Massachusetts,34221.0,233113539.31431255,233.11
Prairieville,30.3151,-90.9571,United States,Louisiana,34215.0,164144857.27818274,164.14
Redmond,44.2612,-121.181,United States,Oregon,34191.0,399673.5302301444,0.4
Lufkin,31.3217,-94.7277,United States,Texas,34165.0,258844668.86864024,258.84
Valparaiso,41.4783,-87.0506,United States,Indiana,33991.0,74.85220336914062,0.0
Gadsden,34.0086,-86.0157,United States,Alabama,33881.0,296424314.5144268,296.42
Kearney,40.7011,-99.0833,United States,Nebraska,33809.0,16192711.862596128,16.19
Carmel,41.3899,-73.7239,United States,New York,33720.0,32706912.936482545,32.71
Fallbrook,33.3693,-117.2259,United States,California,33710.0,58740533.4796987,58.74
Englewood,39.6468,-104.9942,United States,Colorado,33634.0,28356858.756516702,28.36
Goldsboro,35.3778,-77.9717,United States,North Carolina,33566.0,222351110.9503868,222.35
Canton,34.2467,-84.4897,United States,Georgia,33499.0,70221510.63751838,70.22
Statesboro,32.4375,-81.7751,United States,Georgia,33185.0,229323139.01005867,229.32
Gillette,44.2752,-105.4982,United States,Wyoming,33158.0,247248.94428253177,0.25
Salina,43.1023,-76.1768,United States,New York,33129.0,18529280.801993813,18.53
Franklin,42.0862,-71.4113,United States,Massachusetts,32777.0,185684066.3158684,185.68
Andover,45.2571,-93.3265,United States,Minnesota,32639.0,2823699.8816574686,2.82
Lawrence,40.2954,-74.7205,United States,New Jersey,32636.0,105955986.45841,105.96
Rochester,43.299,-70.9787,United States,New Hampshire,32573.0,145.753173828125,0.0
Desert Hot Springs,33.955,-116.5429,United States,California,32386.0,1628382.0334306003,1.63
Nacogdoches,31.6134,-94.6528,United States,Texas,32148.0,257565294.37927923,257.57
Juneau,58.4546,-134.1739,United States,Alaska,32108.0,0.0,0.0
Pekin,40.5678,-89.6251,United States,Illinois,32075.0,107240334.49482432,107.24
Florence,38.9899,-84.6471,United States,Kentucky,32056.0,249939367.62436056,249.94
Canyon Lake,29.8761,-98.2611,United States,Texas,32035.0,15300517.56894064,15.3
Rome,43.226,-75.4909,United States,New York,32031.0,316078863.075867,316.08
Aiken,33.5303,-81.7271,United States,South Carolina,32014.0,237197351.08602852,237.2
Pullman,46.7336,-117.168,United States,Washington,31972.0,402636.99221954343,0.4
Warwick,41.2597,-74.3614,United States,New York,31944.0,86003636.2344498,86.0
Maryville,35.7468,-83.9789,United States,Tennessee,31876.0,303399552.15195835,303.4
Cleburne,32.3568,-97.4151,United States,Texas,31849.0,40317280.99868555,40.32
Atwater,37.3529,-120.5959,United States,California,31841.0,109723901.28544952,109.72
Carlsbad,32.401,-104.2388,United States,New Mexico,31755.0,25655076.74573619,25.66
Laramie,41.3099,-105.6085,United States,Wyoming,31735.0,147665.0071182251,0.15
Garner,35.6936,-78.6181,United States,North Carolina,31684.0,248269858.37807956,248.27
Oak Ridge,35.9639,-84.2938,United States,Tennessee,31535.0,325183662.8955948,325.18
Shawnee,35.3531,-96.9647,United States,Oklahoma,31391.0,145095058.35358575,145.1
New Bern,35.0955,-77.0723,United States,North Carolina,31373.0,245654023.72479087,245.65
Opelika,32.6612,-85.3769,United States,Alabama,31361.0,288230703.75548553,288.23
Ithaca,42.4442,-76.5032,United States,New York,31359.0,0.0,0.0
Nicholasville,37.8906,-84.5668,United States,Kentucky,31352.0,309907089.7956053,309.91
Cicero,43.1662,-76.0662,United States,New York,31351.0,601710.0648695404,0.6
LaGrange,33.0274,-85.0384,United States,Georgia,31173.0,288323050.6419455,288.32
Sterling,39.0052,-77.405,United States,Virginia,31058.0,152486227.0647683,152.49
Hopkinsville,36.8381,-87.4775,United States,Kentucky,31042.0,141341241.85195246,141.34
Springfield,38.781,-77.1839,United States,Virginia,31022.0,85698986.7704538,85.7
Alamogordo,32.8837,-105.9625,United States,New Mexico,30996.0,1167150.9605422076,1.17
Santa Paula,34.3545,-119.0656,United States,California,30788.0,132219352.36085875,132.22
Niles,42.0278,-87.8099,United States,Illinois,30637.0,5655818.071145505,5.66
Lawrenceville,33.9523,-83.9932,United States,Georgia,30465.0,128915682.40358631,128.92
Princeton,40.3562,-74.6693,United States,New Jersey,30450.0,127455439.62481517,127.46
Sanford,35.4875,-79.177,United States,North Carolina,30373.0,180203113.81081703,180.2
Eldersburg,39.4041,-76.9528,United States,Maryland,30357.0,222345409.40692955,222.35
Salem,42.7902,-71.2202,United States,New Hampshire,30350.0,3389163.427281907,3.39
Seguin,29.5891,-97.9676,United States,Texas,30318.0,38595206.84075765,38.6
Liberty,39.2394,-94.4191,United States,Missouri,30299.0,129387718.54639892,129.39
Bella Vista,36.4667,-94.2707,United States,Arkansas,30297.0,317672862.59878385,317.67
Milford,42.1565,-71.5188,United States,Massachusetts,30202.0,85131815.65437037,85.13
Middletown,41.4459,-74.4236,United States,New York,30169.0,157889490.50140923,157.89
Bowling Green,41.3776,-83.6495,United States,Ohio,30157.0,222477967.14590335,222.48
Galesburg,40.9506,-90.3763,United States,Illinois,29923.0,95220929.65340836,95.22
Gloucester,42.626,-70.6897,United States,Massachusetts,29830.0,178863673.79196268,178.86
Raytown,38.9944,-94.4641,United States,Missouri,29772.0,163053700.8554879,163.05
Paragould,36.0555,-90.5149,United States,Arkansas,29690.0,166097979.18344694,166.1
Laurel,39.0949,-76.8622,United States,Maryland,29581.0,200538964.65000352,200.54
Hutto,30.5396,-97.544,United States,Texas,29498.0,21223855.210151944,21.22
Greenville,33.385,-91.0514,United States,Mississippi,29495.0,181116863.7238643,181.12
Bluffton,32.2135,-80.9316,United States,South Carolina,29375.0,193227177.29452056,193.23
Anderson,34.5211,-82.6478,United States,South Carolina,29345.0,21672583.04936138,21.67
Jacksonville,34.8807,-92.1304,United States,Arkansas,29332.0,128834883.185242,128.83
Magna,40.7634,-112.1599,United States,Utah,29275.0,3233347.953408306,3.23
Washington,37.1303,-113.4878,United States,Utah,29161.0,73151161.01818375,73.15
McDonough,33.4397,-84.1505,United States,Georgia,29134.0,128704921.84692691,128.7
Englewood,40.8917,-73.9736,United States,New Jersey,29109.0,28356858.756516702,28.36
Danville,40.1426,-87.6111,United States,Illinois,29100.0,101509098.3235138,101.51
Stoughton,42.1192,-71.1019,United States,Massachusetts,29051.0,103226562.18594792,103.23
Laplace,30.0731,-90.4758,United States,Louisiana,28956.0,218206041.52188712,218.21
Russellville,35.2762,-93.1383,United States,Arkansas,28946.0,279074064.23095876,279.07
Greenville,33.1116,-96.1099,United States,Texas,28923.0,181116863.7238643,181.12
Easton,40.6858,-75.2209,United States,Pennsylvania,28883.0,47637047.85040855,47.64
Stockbridge,33.5254,-84.2295,United States,Georgia,28858.0,141598166.39375228,141.6
Bixby,35.9454,-95.8776,United States,Oklahoma,28731.0,150646432.9289748,150.65
Independence,38.951,-84.5492,United States,Kentucky,28722.0,169914308.56803423,169.91
Harrison,41.0236,-73.7193,United States,New York,28721.0,154608786.96973038,154.61
Lansing,41.5648,-87.5462,United States,Illinois,28713.0,0.0,0.0
Jamestown,42.0976,-79.2367,United States,New York,28679.0,0.0,0.0
Statesville,35.7842,-80.8713,United States,North Carolina,28576.0,289504868.42639786,289.5
Enterprise,31.3275,-85.8463,United States,Alabama,28513.0,3211357.681607775,3.21
Frankfort,38.1924,-84.8643,United States,Kentucky,28460.0,323964874.9950952,323.96
Milton,42.2412,-71.0844,United States,Massachusetts,28450.0,247569990.16130885,247.57
Spring,40.3038,-76.0262,United States,Pennsylvania,28427.0,146710429.69260257,146.71
Aberdeen,45.4649,-98.4686,United States,South Dakota,28388.0,270354.39726257324,0.27
New Iberia,30.0049,-91.8202,United States,Louisiana,28363.0,127004489.84158292,127.0
Temescal Valley,33.7581,-117.4677,United States,California,28227.0,47692954.64476308,47.69
Henderson,37.8397,-87.5798,United States,Kentucky,28166.0,6077743.865441918,6.08
Ridgecrest,35.6308,-117.6622,United States,California,28118.0,287691.313911438,0.29
Twentynine Palms,34.1478,-116.0659,United States,California,28006.0,217239.69300842285,0.22
Garden City,37.9753,-100.8527,United States,Kansas,27933.0,23759634.33735106,23.76
Daphne,30.6263,-87.8816,United States,Alabama,27861.0,175740332.4935948,175.74
Belmont,37.5154,-122.2953,United States,California,27820.0,108562666.46429844,108.56
Immokalee,26.4253,-81.4251,United States,Florida,27753.0,208185547.05265683,208.19
Dodge City,37.7611,-100.0182,United States,Kansas,27721.0,4454525.631475352,4.45
Clinton,32.354,-90.3403,United States,Mississippi,27668.0,205216861.30016536,205.22
Mount Pleasant,42.7129,-87.8876,United States,Wisconsin,27640.0,96375135.54408294,96.38
New London,41.3502,-72.1022,United States,Connecticut,27596.0,152882397.71493146,152.88
Madison,32.4738,-90.13,United States,Mississippi,27595.0,60773114.540871665,60.77
Fortuna Foothills,32.6616,-114.3974,United States,Arizona,27552.0,8007787.317074889,8.01
Marion,40.5497,-85.6604,United States,Indiana,27528.0,27530837.811820235,27.53
Marshalltown,42.0343,-92.9068,United States,Iowa,27511.0,42618809.61384374,42.62
McHenry,42.3387,-88.2932,United States,Illinois,27493.0,38678397.41158477,38.68
Crestview,30.7477,-86.5785,United States,Florida,27427.0,277469562.39893556,277.47
Alvin,29.3872,-95.2938,United States,Texas,27325.0,168241539.41343164,168.24
Mason City,43.1487,-93.1997,United States,Iowa,27271.0,10328551.871691238,10.33
Fremont,41.4395,-96.4873,United States,Nebraska,27230.0,30433574.69115012,30.43
Garden City,42.3244,-83.3412,United States,Michigan,27203.0,23759634.33735106,23.76
Kernersville,36.1065,-80.0842,United States,North Carolina,27177.0,287524618.46923566,287.52
Thomasville,35.8813,-80.0807,United States,North Carolina,27130.0,297674110.72315097,297.67
Asheboro,35.7158,-79.8127,United States,North Carolina,27117.0,336713159.03538626,336.71
Belmont,42.396,-71.1795,United States,Massachusetts,26997.0,108562666.46429844,108.56
Lemoore,36.2949,-119.7983,United States,California,26955.0,84147826.78627959,84.15
Bridgeton,39.4286,-75.2281,United States,New Jersey,26895.0,154779679.83347422,154.78
Union City,33.5942,-84.5629,United States,Georgia,26869.0,74553342.37026674,74.55
Paducah,37.0711,-88.644,United States,Kentucky,26869.0,127448231.29581428,127.45
Clayton,35.659,-78.4498,United States,North Carolina,26837.0,270418516.7569781,270.42
Auburn,42.9338,-76.5685,United States,New York,26674.0,274094392.648254,274.09
Carrollton,33.5818,-85.0838,United States,Georgia,26622.0,44283358.76483518,44.28
Plainview,40.7832,-73.4732,United States,New York,26620.0,73558131.91019903,73.56
Superior,46.6941,-92.0823,United States,Wisconsin,26562.0,0.0,0.0
Sanger,36.699,-119.5575,United States,California,26553.0,111940296.03483388,111.94
Cabot,34.9766,-92.0274,United States,Arkansas,26543.0,289724497.78374875,289.72
Eureka,40.7943,-124.1564,United States,California,26519.0,77585370.40484469,77.59
Brawley,32.9783,-115.5287,United States,California,26509.0,132222776.82758614,132.22
Troy,40.0437,-84.2186,United States,Ohio,26494.0,653954.7226604088,0.65
Owatonna,44.0912,-93.2312,United States,Minnesota,26400.0,1297031.9152826048,1.3
Batavia,41.8479,-88.3109,United States,Illinois,26355.0,13219816.586598065,13.22
Wasco,35.5938,-119.3671,United States,California,26317.0,143878040.26122698,143.88
Athens,34.7843,-86.9503,United States,Alabama,26179.0,73036946.75011837,73.04
Burlington,42.5022,-71.2027,United States,Massachusetts,26169.0,273743680.6762201,273.74
Imperial Beach,32.5693,-117.118,United States,California,26157.0,7046111.364796624,7.05
Austin,43.6721,-92.9784,United States,Minnesota,26156.0,72784805.51387253,72.78
Lockport,41.5906,-88.0293,United States,Illinois,26119.0,12449849.43658893,12.45
Medina,41.1358,-81.8695,United States,Ohio,26092.0,36630243.41248787,36.63
Key West,24.5642,-81.7775,United States,Florida,26078.0,6314741.810079802,6.31
Franklin,39.4948,-86.0544,United States,Indiana,26073.0,185684066.3158684,185.68
Lodi,40.8784,-74.0814,United States,New Jersey,25969.0,82173842.3528979,82.17
Big Spring,32.2389,-101.4799,United States,Texas,25949.0,904864.634061746,0.9
Grandview,38.8802,-94.5227,United States,Missouri,25921.0,174689611.02628678,174.69
